,address,rent,scrape_date,houseno,sttype,stname,zipcode,address_id
410,"7924 Park Vista Cir, Charlotte, NC 28226",1950,2023-02-24,7924,CIR,PARK VISTA,28226,7924_PARK VISTA_CIR_28226
189,"11213 Clayford Ridge, Charlotte, NC 28215",1950,2023-02-24,11213,RIDGE,CLAYFORD,28215,11213_CLAYFORD_RIDGE_28215
474,"1506 Wembley Dr, Charlotte, NC 28205",1950,2023-02-25,1506,DR,WEMBLEY,28205,1506_WEMBLEY_DR_28205
324,"5206 Kildare Dr, Charlotte, NC 28215",1950,2023-02-24,5206,DR,KILDARE,28215,5206_KILDARE_DR_28215
80,"619 Wilderness Trail Dr, Charlotte, NC 28214",1950,2023-02-25,619,DR,WILDERNESS TRAIL,28214,619_WILDERNESS TRAIL_DR_28214
82,"5000 Coronado Dr, Charlotte, NC 28212",1945,2023-02-25,5000,DR,CORONADO,28212,5000_CORONADO_DR_28212
29,"8232 Fox Swamp Rd, Charlotte, NC 28215",1945,2023-02-25,8232,RD,FOX SWAMP,28215,8232_FOX SWAMP_RD_28215
13,"4324 Canipe Dr, Charlotte, NC 28269",1945,2023-02-24,4324,DR,CANIPE,28269,4324_CANIPE_DR_28269
50,"6920 Haines Mill Road, Charlotte, NC 28273",1945,2023-02-24,6920,ROAD,HAINES MILL,28273,6920_HAINES MILL_ROAD_28273
617,"14355 San Paolo Ln, Charlotte, NC 28277",1945,2023-02-24,14355,LN,SAN PAOLO,28277,14355_SAN PAOLO_LN_28277
269,"9944 Barbee Dr, Charlotte, NC 28269",1945,2023-02-25,9944,DR,BARBEE,28269,9944_BARBEE_DR_28269
658,"1337 Allegiance Dr, Charlotte, NC 28217",1945,2023-02-25,1337,DR,ALLEGIANCE,28217,1337_ALLEGIANCE_DR_28217
678,"6608 Elmwood Cres, Charlotte, NC 28217",1945,2023-02-25,6608,CRES,ELMWOOD,28217,6608_ELMWOOD_CRES_28217
650,"630 Creekwood Ct, Matthews, NC 28105",1945,2023-02-25,630,CT,CREEKWOOD,28105,630_CREEKWOOD_CT_28105
644,"3203 Richway Ct, Charlotte, NC 28216",1945,2023-02-25,3203,CT,RICHWAY,28216,3203_RICHWAY_CT_28216
551,"3919 Planters Watch Dr, Charlotte, NC 28278",1945,2023-02-25,3919,DR,PLANTERS WATCH,28278,3919_PLANTERS WATCH_DR_28278
635,"7005 Chieftain Dr, Charlotte, NC 28216",1945,2023-02-25,7005,DR,CHIEFTAIN,28216,7005_CHIEFTAIN_DR_28216
127,"2303 Portola Ct, Charlotte, NC 28269",1940,2023-02-25,2303,CT,PORTOLA,28269,2303_PORTOLA_CT_28269
21,"14923 Jerpoint Abby Dr, Charlotte, NC 28273",1940,2023-02-25,14923,DR,JERPOINT ABBY,28273,14923_JERPOINT ABBY_DR_28273
213,"5500 Southampton Rd, Charlotte, NC 28217",1940,2023-02-24,5500,RD,SOUTHAMPTON,28217,5500_SOUTHAMPTON_RD_28217
180,"512 Pawley Dr, Charlotte, NC 28214",1940,2023-02-24,512,DR,PAWLEY,28214,512_PAWLEY_DR_28214
15,"3017 Robin Terry Ct, Charlotte, NC 28208",1940,2023-02-24,3017,CT,ROBIN TERRY,28208,3017_ROBIN TERRY_CT_28208
134,"7421 Trotter Rd, Charlotte, NC 28216",1940,2023-02-24,7421,RD,TROTTER,28216,7421_TROTTER_RD_28216
8,"6820 Ayrshire Glen Pl, Charlotte, NC 28273",1935,2023-02-24,6820,PL,AYRSHIRE GLEN,28273,6820_AYRSHIRE GLEN_PL_28273
312,"6126 Loy Ct, Charlotte, NC 28214",1935,2023-02-25,6126,CT,LOY,28214,6126_LOY_CT_28214
123,"5708 Cardington Ct, Charlotte, NC 28216",1935,2023-02-24,5708,CT,CARDINGTON,28216,5708_CARDINGTON_CT_28216
467,"14311 Old Dobbin Dr, Huntersville, NC 28078",1935,2023-02-25,14311,DR,OLD DOBBIN,28078,14311_OLD DOBBIN_DR_28078
30,"320 Augustus Lane, Mount Holly, NC 28120",1935,2023-02-24,320,LANE,AUGUSTUS,28120,320_AUGUSTUS_LANE_28120
521,"4685 Falcon Chase Dr SW, Concord, NC 28027",1935,2023-02-24,4685,SW,FALCON CHASE DR,28027,4685_FALCON CHASE DR_SW_28027
506,"6615 Bluestone Ct, Charlotte, NC 28212",1935,2023-02-24,6615,CT,BLUESTONE,28212,6615_BLUESTONE_CT_28212
522,"8943 Chesham Dr, Charlotte, NC 28227",1930,2023-02-25,8943,DR,CHESHAM,28227,8943_CHESHAM_DR_28227
734,"1810 Long Paw Ln, Charlotte, NC 28214",1929,2023-02-25,1810,LN,LONG PAW,28214,1810_LONG PAW_LN_28214
204,"3005 Hunters Creek Ct, Charlotte, NC 28269",1925,2023-02-24,3005,CT,HUNTERS CREEK,28269,3005_HUNTERS CREEK_CT_28269
374,"5414 Carlingford Ct, Charlotte, NC 28208",1925,2023-02-25,5414,CT,CARLINGFORD,28208,5414_CARLINGFORD_CT_28208
538,"11515 McDunkeld Dr, Huntersville, NC 28078",1925,2023-02-25,11515,DR,MCDUNKELD,28078,11515_MCDUNKELD_DR_28078
112,"4409 Esmeralda Drive, Charlotte, NC 28269",1925,2023-02-24,4409,DRIVE,ESMERALDA,28269,4409_ESMERALDA_DRIVE_28269
431,"5506 Torrence St, Charlotte, NC 28269",1925,2023-02-24,5506,ST,TORRENCE,28269,5506_TORRENCE_ST_28269
483,"8631 Woodcock Ln, Charlotte, NC 28216",1925,2023-02-24,8631,LN,WOODCOCK,28216,8631_WOODCOCK_LN_28216
383,"4409 Esmeralda Dr, Charlotte, NC 28269",1925,2023-02-25,4409,DR,ESMERALDA,28269,4409_ESMERALDA_DR_28269
119,"14903 Cane Field Dr, Charlotte, NC 28273",1925,2023-02-24,14903,DR,CANE FIELD,28273,14903_CANE FIELD_DR_28273
482,"718 W Trade St, Charlotte, NC 28202",1925,2023-02-24,718,ST,W TRADE,28202,718_W TRADE_ST_28202
806,"8833 Michaw Ct, Charlotte, NC 28269",1925,2023-02-25,8833,CT,MICHAW,28269,8833_MICHAW_CT_28269
256,"4234 Grant Martin Dr, Charlotte, NC 28208",1920,2023-02-25,4234,DR,GRANT MARTIN,28208,4234_GRANT MARTIN_DR_28208
177,"934 Reigate Rd, Charlotte, NC 28262",1920,2023-02-24,934,RD,REIGATE,28262,934_REIGATE_RD_28262
16,"6337 Foster Brook Dr, Charlotte, NC 28216",1915,2023-02-24,6337,DR,FOSTER BROOK,28216,6337_FOSTER BROOK_DR_28216
127,"409 French St, Charlotte, NC 28216",1915,2023-02-24,409,ST,FRENCH,28216,409_FRENCH_ST_28216
7,"11033 Dry Stone Dr, Huntersville, NC 28078",1915,2023-02-24,11033,DR,DRY STONE,28078,11033_DRY STONE_DR_28078
34,"8411 Forwood Ct, Charlotte, NC 28215",1910,2023-02-24,8411,CT,FORWOOD,28215,8411_FORWOOD_CT_28215
97,"8526 Mineral Ridge Way, Charlotte, NC 28269",1910,2023-02-24,8526,WAY,MINERAL RIDGE,28269,8526_MINERAL RIDGE_WAY_28269
117,"3913 Leghorn Ct, Charlotte, NC 28215",1910,2023-02-24,3913,CT,LEGHORN,28215,3913_LEGHORN_CT_28215
31,"6352 Cora St, Charlotte, NC 28216",1905,2023-02-24,6352,ST,CORA,28216,6352_CORA_ST_28216
771,"3528 Anastasia Ct, Charlotte, NC 28216",1905,2023-02-25,3528,CT,ANASTASIA,28216,3528_ANASTASIA_CT_28216
71,"14318 Chenault Dr, Huntersville, NC 28078",1905,2023-02-24,14318,DR,CHENAULT,28078,14318_CHENAULT_DR_28078
59,"3307 Reid Brook Ln, Charlotte, NC 28208",1900,2023-02-24,3307,LN,REID BROOK,28208,3307_REID BROOK_LN_28208
684,"3074 Uxbridge Woods Ct, Charlotte, NC 28205",1900,2023-02-25,3074,CT,UXBRIDGE WOODS,28205,3074_UXBRIDGE WOODS_CT_28205
677,"10218 Ridgewell Ct, Charlotte, NC 28215",1900,2023-02-25,10218,CT,RIDGEWELL,28215,10218_RIDGEWELL_CT_28215
669,"4563 Craigmoss Ln, Charlotte, NC 28278",1900,2023-02-25,4563,LN,CRAIGMOSS,28278,4563_CRAIGMOSS_LN_28278
784,"15938 Statesville Rd, Huntersville, NC 28078",1900,2023-02-25,15938,RD,STATESVILLE,28078,15938_STATESVILLE_RD_28078
353,"3607 Marbury Rd, Charlotte, NC 28269",1900,2023-02-24,3607,RD,MARBURY,28269,3607_MARBURY_RD_28269
561,"347 Cornielle Ln, Charlotte, NC 28216",1900,2023-02-24,347,LN,CORNIELLE,28216,347_CORNIELLE_LN_28216
586,"9217 Ames Hollow Rd, Charlotte, NC 28216",1900,2023-02-24,9217,RD,AMES HOLLOW,28216,9217_AMES HOLLOW_RD_28216
421,"8424 Spirea Ct, Charlotte, NC 28215",1899,2023-02-24,8424,CT,SPIREA,28215,8424_SPIREA_CT_28215
12,"5428 Henderson Oaks Dr, Charlotte, NC 28269",1899,2023-02-25,5428,DR,HENDERSON OAKS,28269,5428_HENDERSON OAKS_DR_28269
632,"1714 Dunnington Ct, Charlotte, NC 28216",1898,2023-02-25,1714,CT,DUNNINGTON,28216,1714_DUNNINGTON_CT_28216
270,"5525 Idlewild Rd N, Charlotte, NC 28227",1895,2023-02-25,5525,N,IDLEWILD RD,28227,5525_IDLEWILD RD_N_28227
397,"2752 Bramble Ridge Ct, Charlotte, NC 28215",1895,2023-02-25,2752,CT,BRAMBLE RIDGE,28215,2752_BRAMBLE RIDGE_CT_28215
211,"1020 Breakmaker Ln, Indian Trail, NC 28079",1895,2023-02-24,1020,LN,BREAKMAKER,28079,1020_BREAKMAKER_LN_28079
543,"721 E 26th St, Charlotte, NC 28205",1895,2023-02-25,721,ST,E 26TH,28205,721_E 26TH_ST_28205
257,"2907 Early Mist Ct, Monroe, NC 28110",1895,2023-02-24,2907,CT,EARLY MIST,28110,2907_EARLY MIST_CT_28110
344,"2104 Pleasant Dale Dr, Charlotte, NC 28214",1895,2023-02-25,2104,DR,PLEASANT DALE,28214,2104_PLEASANT DALE_DR_28214
260,"1220 Hunter Forest Ct, Charlotte, NC 28213",1895,2023-02-24,1220,CT,HUNTER FOREST,28213,1220_HUNTER FOREST_CT_28213
0,"2066 Lynnwood Dr, Charlotte, NC 28209",1895,2023-02-25,2066,DR,LYNNWOOD,28209,2066_LYNNWOOD_DR_28209
657,"203 Pinetree Dr, Matthews, NC 28104",1895,2023-02-24,203,DR,PINETREE,28104,203_PINETREE_DR_28104
363,"2612 Bricker Dr, Charlotte, NC 28273",1895,2023-02-25,2612,DR,BRICKER,28273,2612_BRICKER_DR_28273
278,"1615 N Davidson St, Charlotte, NC 28206",1895,2023-02-24,1615,ST,N DAVIDSON,28206,1615_N DAVIDSON_ST_28206
295,"1943 Moss Creek Dr, Harrisburg, NC 28075",1895,2023-02-24,1943,DR,MOSS CREEK,28075,1943_MOSS CREEK_DR_28075
94,"6554 Paw Village Rd, Charlotte, NC 28214",1895,2023-02-25,6554,RD,PAW VILLAGE,28214,6554_PAW VILLAGE_RD_28214
240,"4910 Auburndale Rd, Charlotte, NC 28205",1895,2023-02-24,4910,RD,AUBURNDALE,28205,4910_AUBURNDALE_RD_28205
145,"8552 Appledale Dr, Charlotte, NC 28262",1895,2023-02-25,8552,DR,APPLEDALE,28262,8552_APPLEDALE_DR_28262
459,"2313 Calabassas Ln, Matthews, NC 28105",1895,2023-02-24,2313,LN,CALABASSAS,28105,2313_CALABASSAS_LN_28105
753,"8836 Laurel Run Dr, Charlotte, NC 28269",1895,2023-02-25,8836,DR,LAUREL RUN,28269,8836_LAUREL RUN_DR_28269
130,"2541 Mulberry Pond Dr, Charlotte, NC 28208",1895,2023-02-25,2541,DR,MULBERRY POND,28208,2541_MULBERRY POND_DR_28208
569,"14216 Whistling Teal Dr, Charlotte, NC 28262",1895,2023-02-25,14216,DR,WHISTLING TEAL,28262,14216_WHISTLING TEAL_DR_28262
268,"9314 Lewisburg St, Charlotte, NC 28216",1895,2023-02-25,9314,ST,LEWISBURG,28216,9314_LEWISBURG_ST_28216
308,"9237 Creedmore Hills Dr, Charlotte, NC 28214",1895,2023-02-24,9237,DR,CREEDMORE HILLS,28214,9237_CREEDMORE HILLS_DR_28214
393,"10209 Hawkeye Dr, Charlotte, NC 28273",1895,2023-02-25,10209,DR,HAWKEYE,28273,10209_HAWKEYE_DR_28273
640,"10213 Grand Junction Rd, Mint Hill, NC 28227",1895,2023-02-25,10213,RD,GRAND JUNCTION,28227,10213_GRAND JUNCTION_RD_28227
244,"4591 Lands End Ct SW, Concord, NC 28027",1895,2023-02-24,4591,SW,LANDS END CT,28027,4591_LANDS END CT_SW_28027
536,"8250 Bald Ridge Dr, Charlotte, NC 28227",1895,2023-02-25,8250,DR,BALD RIDGE,28227,8250_BALD RIDGE_DR_28227
217,"4708 Lawrence Orr Rd, Charlotte, NC 28212",1895,2023-02-25,4708,RD,LAWRENCE ORR,28212,4708_LAWRENCE ORR_RD_28212
609,"9022 Woodland Park Ln, Charlotte, NC 28214",1895,2023-02-25,9022,LN,WOODLAND PARK,28214,9022_WOODLAND PARK_LN_28214
590,"15514 Rathangan Dr, Charlotte, NC 28273",1895,2023-02-25,15514,DR,RATHANGAN,28273,15514_RATHANGAN_DR_28273
553,"4134 Vance Rd N, Huntersville, NC 28078",1895,2023-02-25,4134,N,VANCE RD,28078,4134_VANCE RD_N_28078
625,"9127 White Aspen Pl, Charlotte, NC 28269",1895,2023-02-25,9127,PL,WHITE ASPEN,28269,9127_WHITE ASPEN_PL_28269
634,"10280 Rose Meadow Ln #201, Charlotte, NC 28277",1895,2023-02-25,10280,#201,ROSE MEADOW LN,28277,10280_ROSE MEADOW LN_#201_28277
668,"3433 Passour Ridge Ln, Charlotte, NC 28269",1895,2023-02-25,3433,LN,PASSOUR RIDGE,28269,3433_PASSOUR RIDGE_LN_28269
373,"13403 Willow Falls Rd, Charlotte, NC 28215",1895,2023-02-25,13403,RD,WILLOW FALLS,28215,13403_WILLOW FALLS_RD_28215
348,"15525 Rathangan Dr, Charlotte, NC 28273",1895,2023-02-25,15525,DR,RATHANGAN,28273,15525_RATHANGAN_DR_28273
390,"14663 Heather Leanne Rd, Huntersville, NC 28078",1895,2023-02-25,14663,RD,HEATHER LEANNE,28078,14663_HEATHER LEANNE_RD_28078
646,"5303 Tucker Ct, Charlotte, NC 28269",1895,2023-02-25,5303,CT,TUCKER,28269,5303_TUCKER_CT_28269
406,"2608 Purser Dr, Charlotte, NC 28215",1895,2023-02-24,2608,DR,PURSER,28215,2608_PURSER_DR_28215
525,"10280 Rose Meadow Ln, Charlotte, NC 28277",1895,2023-02-24,10280,LN,ROSE MEADOW,28277,10280_ROSE MEADOW_LN_28277
675,"2503 Roswell Ave, Charlotte, NC 28209",1895,2023-02-24,2503,AVE,ROSWELL,28209,2503_ROSWELL_AVE_28209
546,"10408 Landon St, Charlotte, NC 28215",1895,2023-02-24,10408,ST,LANDON,28215,10408_LANDON_ST_28215
665,"7518 Trotter Rd, Charlotte, NC 28216",1895,2023-02-25,7518,RD,TROTTER,28216,7518_TROTTER_RD_28216
556,"10554 Glory Meadow Ct, Charlotte, NC 28278",1895,2023-02-25,10554,CT,GLORY MEADOW,28278,10554_GLORY MEADOW_CT_28278
651,"8005 Bald Ridge Dr, Charlotte, NC 28227",1895,2023-02-25,8005,DR,BALD RIDGE,28227,8005_BALD RIDGE_DR_28227
392,"19514 Deer Valley Dr, Cornelius, NC 28031",1895,2023-02-25,19514,DR,DEER VALLEY,28031,19514_DEER VALLEY_DR_28031
81,"2641 Westerwood Village Dr, Charlotte, NC 28214",1890,2023-02-25,2641,DR,WESTERWOOD VILLAGE,28214,2641_WESTERWOOD VILLAGE_DR_28214
377,"7824 Montbrook Dr, Charlotte, NC 28214",1890,2023-02-25,7824,DR,MONTBROOK,28214,7824_MONTBROOK_DR_28214
716,"1444 Bells Knox Rd, Charlotte, NC 28214",1889,2023-02-25,1444,RD,BELLS KNOX,28214,1444_BELLS KNOX_RD_28214
501,"11717 Hidden Grove Trail, Charlotte, NC 28215",1885,2023-02-24,11717,TRAIL,HIDDEN GROVE,28215,11717_HIDDEN GROVE_TRAIL_28215
820,"7712 Grapetree Ct, Charlotte, NC 28215",1885,2023-02-25,7712,CT,GRAPETREE,28215,7712_GRAPETREE_CT_28215
726,"3106 Wythe Ct, Matthews, NC 28105",1885,2023-02-25,3106,CT,WYTHE,28105,3106_WYTHE_CT_28105
76,"1528 Bray Dr, Charlotte, NC 28214",1885,2023-02-24,1528,DR,BRAY,28214,1528_BRAY_DR_28214
727,"5208 Raspberry Knoll Dr, Charlotte, NC 28208",1885,2023-02-25,5208,DR,RASPBERRY KNOLL,28208,5208_RASPBERRY KNOLL_DR_28208
209,"8423 Blue Aster Ln, Charlotte, NC 28269",1885,2023-02-25,8423,LN,BLUE ASTER,28269,8423_BLUE ASTER_LN_28269
91,"3004 Proverbs Ct, Monroe, NC 28110",1885,2023-02-24,3004,CT,PROVERBS,28110,3004_PROVERBS_CT_28110
487,"11717 Hidden Grove Trl, Charlotte, NC 28215",1885,2023-02-25,11717,TRL,HIDDEN GROVE,28215,11717_HIDDEN GROVE_TRL_28215
570,"4219 Bathurst Dr, Charlotte, NC 28227",1880,2023-02-25,4219,DR,BATHURST,28227,4219_BATHURST_DR_28227
110,"9233 Rotherham Ln, Charlotte, NC 28216",1880,2023-02-24,9233,LN,ROTHERHAM,28216,9233_ROTHERHAM_LN_28216
735,"12535 Autumn Blaze Dr, Charlotte, NC 28278",1879,2023-02-25,12535,DR,AUTUMN BLAZE,28278,12535_AUTUMN BLAZE_DR_28278
719,"10615 Starwood Ave, Charlotte, NC 28215",1879,2023-02-25,10615,AVE,STARWOOD,28215,10615_STARWOOD_AVE_28215
387,"9422 Darwick St, Charlotte, NC 28216",1875,2023-02-25,9422,ST,DARWICK,28216,9422_DARWICK_ST_28216
530,"6613 Vlosi Dr, Charlotte, NC 28226",1875,2023-02-24,6613,DR,VLOSI,28226,6613_VLOSI_DR_28226
604,"224 Park View Drive, Belmont, NC 28012",1875,2023-02-24,224,DRIVE,PARK VIEW,28012,224_PARK VIEW_DRIVE_28012
485,"11225 Clayford Ridge, Charlotte, NC 28215",1875,2023-02-24,11225,RIDGE,CLAYFORD,28215,11225_CLAYFORD_RIDGE_28215
193,"937 Grass Hollow Ct, Charlotte, NC 28216",1875,2023-02-24,937,CT,GRASS HOLLOW,28216,937_GRASS HOLLOW_CT_28216
404,"1343 Phil Oneil Dr, Charlotte, NC 28215",1875,2023-02-25,1343,DR,PHIL ONEIL,28215,1343_PHIL ONEIL_DR_28215
118,"4705 Fox Thorne Dr, Charlotte, NC 28216",1875,2023-02-24,4705,DR,FOX THORNE,28216,4705_FOX THORNE_DR_28216
596,"937 Grass Dr, Charlotte, NC 28216",1875,2023-02-25,937,DR,GRASS,28216,937_GRASS_DR_28216
518,"15215 Barnsbury Dr, Huntersville, NC 28078",1872,2023-02-25,15215,DR,BARNSBURY,28078,15215_BARNSBURY_DR_28078
419,"5604 Chiefly Ct, Charlotte, NC 28212",1870,2023-02-25,5604,CT,CHIEFLY,28212,5604_CHIEFLY_CT_28212
190,"8704 Rozumny Dr, Charlotte, NC 28216",1870,2023-02-24,8704,DR,ROZUMNY,28216,8704_ROZUMNY_DR_28216
179,"1215 Willow Bridge Ct, Charlotte, NC 28216",1870,2023-02-24,1215,CT,WILLOW BRIDGE,28216,1215_WILLOW BRIDGE_CT_28216
196,"10033 Brawley Ln, Charlotte, NC 28215",1870,2023-02-24,10033,LN,BRAWLEY,28215,10033_BRAWLEY_LN_28215
210,"365 Clover Hitch Dr, Charlotte, NC 28215",1870,2023-02-24,365,DR,CLOVER HITCH,28215,365_CLOVER HITCH_DR_28215
505,"8324 Highlander Ct, Charlotte, NC 28269",1870,2023-02-24,8324,CT,HIGHLANDER,28269,8324_HIGHLANDER_CT_28269
623,"2512 Lassen Bay Pl, Charlotte, NC 28215",1868,2023-02-25,2512,PL,LASSEN BAY,28215,2512_LASSEN BAY_PL_28215
6,"3034 Robin Terry Ct, Charlotte, NC 28208",1865,2023-02-24,3034,CT,ROBIN TERRY,28208,3034_ROBIN TERRY_CT_28208
156,"11240 Isthmus Ct, Charlotte, NC 28215",1865,2023-02-24,11240,CT,ISTHMUS,28215,11240_ISTHMUS_CT_28215
98,"9805 Windy Meadow Ln, Charlotte, NC 28269",1865,2023-02-24,9805,LN,WINDY MEADOW,28269,9805_WINDY MEADOW_LN_28269
3,"14517 Arlandes Dr, Charlotte, NC 28278",1860,2023-02-24,14517,DR,ARLANDES,28278,14517_ARLANDES_DR_28278
147,"2416 Haybrook Ln, Charlotte, NC 28262",1855,2023-02-24,2416,LN,HAYBROOK,28262,2416_HAYBROOK_LN_28262
682,"9507 Misty Arbor Way, Charlotte, NC 28269",1855,2023-02-25,9507,WAY,MISTY ARBOR,28269,9507_MISTY ARBOR_WAY_28269
126,"4733 Aldersbrook Dr, Monroe, NC 28110",1855,2023-02-24,4733,DR,ALDERSBROOK,28110,4733_ALDERSBROOK_DR_28110
425,"4418 Westridge Dr, Charlotte, NC 28208",1850,2023-02-24,4418,DR,WESTRIDGE,28208,4418_WESTRIDGE_DR_28208
463,"7016 Blithe Low Pl, Charlotte, NC 28273",1850,2023-02-24,7016,PL,BLITHE LOW,28273,7016_BLITHE LOW_PL_28273
418,"9433 Hanberry Blvd, Charlotte, NC 28213",1850,2023-02-25,9433,BLVD,HANBERRY,28213,9433_HANBERRY_BLVD_28213
197,"2708 N Valley Ct, Charlotte, NC 28273",1850,2023-02-25,2708,CT,N VALLEY,28273,2708_N VALLEY_CT_28273
43,"8819 Twisted Pine Dr, Charlotte, NC 28269",1850,2023-02-24,8819,DR,TWISTED PINE,28269,8819_TWISTED PINE_DR_28269
108,"1234 Well Spring Dr, Charlotte, NC 28262",1850,2023-02-25,1234,DR,WELL SPRING,28262,1234_WELL SPRING_DR_28262
209,"204 Ravenridge Ct, Charlotte, NC 28216",1850,2023-02-24,204,CT,RAVENRIDGE,28216,204_RAVENRIDGE_CT_28216
122,"3030 Decapolis Dr, Charlotte, NC 28215",1850,2023-02-25,3030,DR,DECAPOLIS,28215,3030_DECAPOLIS_DR_28215
440,"19317 S Hill St, Cornelius, NC 28031",1850,2023-02-25,19317,ST,S HILL,28031,19317_S HILL_ST_28031
442,"2619 Olde Whitehall Rd, Charlotte, NC 28273",1850,2023-02-25,2619,RD,OLDE WHITEHALL,28273,2619_OLDE WHITEHALL_RD_28273
296,"2227 Haines St, Charlotte, NC 28216",1850,2023-02-24,2227,ST,HAINES,28216,2227_HAINES_ST_28216
459,"7029 Elm Hill Ct, Charlotte, NC 28217",1850,2023-02-25,7029,CT,ELM HILL,28217,7029_ELM HILL_CT_28217
373,"8611 Ballard Hills Ct, Charlotte, NC 28215",1850,2023-02-24,8611,CT,BALLARD HILLS,28215,8611_BALLARD HILLS_CT_28215
361,"8201 Upsall Ct, Charlotte, NC 28215",1850,2023-02-24,8201,CT,UPSALL,28215,8201_UPSALL_CT_28215
227,"5934 Hidden Meadow Ln, Charlotte, NC 28269",1850,2023-02-25,5934,LN,HIDDEN MEADOW,28269,5934_HIDDEN MEADOW_LN_28269
220,"3016 Holt St, Charlotte, NC 28205",1850,2023-02-25,3016,ST,HOLT,28205,3016_HOLT_ST_28205
595,"3612 Sudbury Rd, Charlotte, NC 28205",1850,2023-02-25,3612,RD,SUDBURY,28205,3612_SUDBURY_RD_28205
355,"500 Knothole Ln, Charlotte, NC 28214",1850,2023-02-25,500,LN,KNOTHOLE,28214,500_KNOTHOLE_LN_28214
511,"6013 Patric Alan Ct, Charlotte, NC 28216",1849,2023-02-25,6013,CT,PATRIC ALAN,28216,6013_PATRIC ALAN_CT_28216
274,"7717 Pence Pond Ln, Charlotte, NC 28227",1849,2023-02-25,7717,LN,PENCE POND,28227,7717_PENCE POND_LN_28227
754,"4748 Brewer Dr, Charlotte, NC 28208",1849,2023-02-25,4748,DR,BREWER,28208,4748_BREWER_DR_28208
745,"9311 Aylesbury Ln, Mint Hill, NC 28227",1849,2023-02-25,9311,LN,AYLESBURY,28227,9311_AYLESBURY_LN_28227
449,"2744 Fairstone Ave, Charlotte, NC 28269",1849,2023-02-25,2744,AVE,FAIRSTONE,28269,2744_FAIRSTONE_AVE_28269
329,"2914 Morson St, Charlotte, NC 28208",1848,2023-02-24,2914,ST,MORSON,28208,2914_MORSON_ST_28208
408,"6115 Sid Crane Dr, Charlotte, NC 28216",1845,2023-02-24,6115,DR,SID CRANE,28216,6115_SID CRANE_DR_28216
233,"11839 Carmel Lakes Dr, Charlotte, NC 28226",1845,2023-02-25,11839,DR,CARMEL LAKES,28226,11839_CARMEL LAKES_DR_28226
577,"524 Tribune Dr, Charlotte, NC 28214",1845,2023-02-24,524,DR,TRIBUNE,28214,524_TRIBUNE_DR_28214
579,"2320 Hope Valley Ln, Charlotte, NC 28213",1845,2023-02-24,2320,LN,HOPE VALLEY,28213,2320_HOPE VALLEY_LN_28213
659,"3726 Lake Rd, Charlotte, NC 28269",1845,2023-02-25,3726,RD,LAKE,28269,3726_LAKE_RD_28269
653,"6852 Parkers Crossing Dr, Charlotte, NC 28215",1845,2023-02-24,6852,DR,PARKERS CROSSING,28215,6852_PARKERS CROSSING_DR_28215
656,"2517 Wingdale Dr, Charlotte, NC 28213",1845,2023-02-25,2517,DR,WINGDALE,28213,2517_WINGDALE_DR_28213
376,"7309 Lea Wood Ln, Charlotte, NC 28227",1845,2023-02-24,7309,LN,LEA WOOD,28227,7309_LEA WOOD_LN_28227
118,"10416 Green Hedge Ave, Charlotte, NC 28269",1845,2023-02-25,10416,AVE,GREEN HEDGE,28269,10416_GREEN HEDGE_AVE_28269
643,"10445 Hugue Way, Charlotte, NC 28214",1845,2023-02-25,10445,WAY,HUGUE,28214,10445_HUGUE_WAY_28214
642,"3206 Reid Brook Ln, Charlotte, NC 28208",1845,2023-02-25,3206,LN,REID BROOK,28208,3206_REID BROOK_LN_28208
641,"7422 Pawtuckett Rd, Charlotte, NC 28214",1845,2023-02-25,7422,RD,PAWTUCKETT,28214,7422_PAWTUCKETT_RD_28214
638,"8603 Highgate Dr, Charlotte, NC 28215",1845,2023-02-25,8603,DR,HIGHGATE,28215,8603_HIGHGATE_DR_28215
306,"10212 Meadow Hollow Dr, Mint Hill, NC 28227",1845,2023-02-25,10212,DR,MEADOW HOLLOW,28227,10212_MEADOW HOLLOW_DR_28227
673,"6506 Santa Cruz Trail, Charlotte, NC 28227",1845,2023-02-24,6506,TRAIL,SANTA CRUZ,28227,6506_SANTA CRUZ_TRAIL_28227
608,"635 Mountain Quail Dr, Charlotte, NC 28216",1845,2023-02-25,635,DR,MOUNTAIN QUAIL,28216,635_MOUNTAIN QUAIL_DR_28216
653,"13506 Glencreek Ln, Huntersville, NC 28078",1845,2023-02-25,13506,LN,GLENCREEK,28078,13506_GLENCREEK_LN_28078
803,"1922 Dove Dr, Charlotte, NC 28214",1840,2023-02-25,1922,DR,DOVE,28214,1922_DOVE_DR_28214
272,"11047 Pointer Ridge Dr, Charlotte, NC 28214",1840,2023-02-24,11047,DR,POINTER RIDGE,28214,11047_POINTER RIDGE_DR_28214
628,"6647 Wicked Oak Ln, Charlotte, NC 28216",1840,2023-02-25,6647,LN,WICKED OAK,28216,6647_WICKED OAK_LN_28216
108,"9735 Baxter Caldwell Dr, Charlotte, NC 28213",1840,2023-02-24,9735,DR,BAXTER CALDWELL,28213,9735_BAXTER CALDWELL_DR_28213
461,"9013 Sharpes Cir, Charlotte, NC 28214",1835,2023-02-25,9013,CIR,SHARPES,28214,9013_SHARPES_CIR_28214
